ip.len,udp.length,dns.flags.authoritative,dns.flags.recdesired,dns.flags.recavail,dns.flags.checkdisable,dns.count.answers,dns.count.auth_rr,dns.qry.type,target
350.0,330.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3452.0,0.0,1.0,1.0,0.0,9.0,0.0,255.0,1.0
792.0,772.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
853.0,833.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,4014.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
797.0,777.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
64.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,255.0,1.0
768.0,748.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0
376.0,356.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
562.0,542.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
582.0,562.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,4014.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
558.0,538.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0
822.0,802.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
535.0,515.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
349.0,329.0,0.0,1.0,1.0,0.0,2.0,5.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3283.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
1500.0,3215.0,0.0,1.0,1.0,0.0,198.0,0.0,255.0,1.0
824.0,804.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
355.0,335.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3364.0,0.0,1.0,1.0,0.0,8.0,0.0,255.0,1.0
393.0,373.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
826.0,806.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
797.0,777.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
349.0,329.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1452.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
806.0,786.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3272.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
580.0,560.0,1.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
833.0,813.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
545.0,525.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
551.0,531.0,0.0,1.0,1.0,0.0,1.0,13.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
555.0,535.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3307.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
563.0,543.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
821.0,801.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
535.0,515.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
64.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,255.0,1.0
460.0,440.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
555.0,535.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
56.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,255.0,1.0
370.0,350.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
850.0,830.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3291.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
851.0,831.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
556.0,536.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
364.0,344.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
854.0,834.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
346.0,326.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0
577.0,557.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
805.0,785.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
539.0,519.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
823.0,803.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
367.0,347.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
794.0,774.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
535.0,515.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1396.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
847.0,827.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
418.0,398.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
787.0,767.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
352.0,332.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,2436.0,0.0,1.0,1.0,0.0,12.0,0.0,255.0,1.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
374.0,354.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
530.0,510.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
811.0,791.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
829.0,809.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
535.0,515.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
481.0,461.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
484.0,464.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
558.0,538.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
809.0,789.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
67.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,255.0,1.0
1500.0,4044.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1484.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
807.0,787.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
554.0,534.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,4606.0,0.0,1.0,1.0,0.0,16.0,0.0,255.0,1.0
825.0,805.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1492.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,4014.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
815.0,795.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
809.0,789.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
797.0,777.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3538.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
1500.0,3461.0,0.0,1.0,1.0,0.0,13.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3307.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
1500.0,4026.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
1500.0,3915.0,0.0,1.0,1.0,0.0,9.0,0.0,255.0,1.0
829.0,809.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
335.0,315.0,0.0,1.0,1.0,0.0,1.0,13.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
363.0,343.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
481.0,461.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
64.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,255.0,1.0
499.0,479.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0
806.0,786.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
557.0,537.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
539.0,519.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
561.0,541.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
558.0,538.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
567.0,547.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
535.0,515.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
809.0,789.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
556.0,536.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
816.0,796.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
853.0,833.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3597.0,0.0,1.0,1.0,0.0,12.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
814.0,794.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
814.0,794.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
373.0,353.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1452.0,3283.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
376.0,356.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1132.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
792.0,772.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
111.0,91.0,0.0,1.0,1.0,0.0,1.0,0.0,255.0,1.0
825.0,805.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
349.0,329.0,0.0,1.0,1.0,0.0,2.0,5.0,255.0,1.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
1500.0,3283.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
797.0,777.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
559.0,539.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
350.0,330.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
533.0,513.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
385.0,365.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
135.0,115.0,0.0,1.0,1.0,0.0,2.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
824.0,804.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
362.0,342.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1452.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
382.0,362.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
391.0,371.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
584.0,564.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
816.0,796.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1476.0,3308.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
1500.0,3463.0,0.0,1.0,1.0,0.0,13.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
807.0,787.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
348.0,328.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
834.0,814.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
829.0,809.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
111.0,91.0,0.0,1.0,1.0,0.0,1.0,0.0,255.0,1.0
796.0,776.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3915.0,0.0,1.0,1.0,0.0,9.0,0.0,255.0,1.0
337.0,317.0,1.0,0.0,0.0,1.0,3.0,0.0,43.0,0.0
497.0,477.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
483.0,463.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,4606.0,0.0,1.0,1.0,0.0,16.0,0.0,255.0,1.0
558.0,538.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0
349.0,329.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
355.0,335.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
811.0,791.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
797.0,777.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
466.0,446.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,0.0
1500.0,4014.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
1500.0,3283.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
793.0,773.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
561.0,541.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3351.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
351.0,331.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
388.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
807.0,787.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
850.0,830.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
111.0,91.0,0.0,1.0,1.0,0.0,1.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
824.0,804.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
482.0,462.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
551.0,531.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1484.0,4014.0,0.0,1.0,1.0,0.0,14.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
397.0,377.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
803.0,783.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
796.0,776.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
824.0,804.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
541.0,521.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
822.0,802.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
599.0,579.0,0.0,1.0,1.0,0.0,1.0,13.0,255.0,1.0
809.0,789.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
777.0,757.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0
559.0,539.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
803.0,783.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
404.0,384.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
556.0,536.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
559.0,539.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
795.0,775.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
533.0,513.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
825.0,805.0,0.0,1.0,1.0,0.0,2.0,13.0,255.0,1.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
544.0,524.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
555.0,535.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1492.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
532.0,512.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
809.0,789.0,1.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0
814.0,794.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
563.0,543.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,2436.0,0.0,1.0,1.0,0.0,12.0,0.0,255.0,1.0
826.0,806.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
826.0,806.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
390.0,370.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0
1500.0,3283.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
377.0,357.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
533.0,513.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1476.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
847.0,827.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
815.0,795.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
556.0,536.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
805.0,785.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
780.0,760.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
405.0,385.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
374.0,354.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
1452.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
806.0,786.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
795.0,775.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
347.0,327.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
829.0,809.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
795.0,775.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,2436.0,0.0,1.0,1.0,0.0,12.0,0.0,255.0,1.0
799.0,779.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
802.0,782.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3312.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
556.0,536.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
1500.0,3915.0,0.0,1.0,1.0,0.0,9.0,0.0,255.0,1.0
1500.0,3319.0,0.0,1.0,1.0,0.0,201.0,2.0,255.0,1.0
576.0,556.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1492.0,3969.0,0.0,1.0,1.0,0.0,10.0,0.0,255.0,1.0
784.0,764.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
352.0,332.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
854.0,834.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3661.0,0.0,1.0,1.0,0.0,15.0,0.0,255.0,1.0
561.0,541.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
821.0,801.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
379.0,359.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
357.0,337.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0
1500.0,3283.0,0.0,1.0,1.0,0.0,200.0,0.0,255.0,1.0
466.0,446.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,0.0
1500.0,3311.0,0.0,1.0,1.0,0.0,200.0,2.0,255.0,1.0
111.0,91.0,0.0,1.0,1.0,0.0,1.0,0.0,255.0,1.0
829.0,809.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
1500.0,3312.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
1500.0,3915.0,0.0,1.0,1.0,0.0,9.0,0.0,255.0,1.0
853.0,833.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
798.0,778.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
807.0,787.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
100.0,80.0,0.0,1.0,1.0,0.0,1.0,0.0,255.0,1.0
825.0,805.0,1.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
596.0,576.0,0.0,1.0,1.0,0.0,9.0,5.0,255.0,1.0
554.0,534.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
1500.0,3323.0,0.0,1.0,1.0,0.0,201.0,0.0,255.0,1.0
807.0,787.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
556.0,536.0,1.0,0.0,0.0,1.0,0.0,4.0,43.0,0.0
