ip.len,udp.length,dns.flags.recdesired,dns.flags.recavail,dns.flags.checkdisable,dns.count.answers,dns.count.auth_rr,dns.count.add_rr,dns.qry.name,dns.qry.type,target
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
520.0,500.0,0.0,0.0,1.0,0.0,6.0,1.0,96054340.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
158.0,138.0,0.0,0.0,0.0,0.0,1.0,1.0,51275624.0,2.0,0.0
169.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,48386940.0,12.0,0.0
798.0,778.0,0.0,0.0,1.0,0.0,6.0,1.0,88791720.0,12.0,0.0
262.0,242.0,0.0,0.0,1.0,2.0,0.0,1.0,89994050.0,1.0,0.0
487.0,467.0,0.0,0.0,1.0,0.0,4.0,1.0,1014608.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
737.0,717.0,0.0,0.0,1.0,0.0,4.0,1.0,23025866.0,28.0,0.0
518.0,498.0,0.0,0.0,1.0,0.0,6.0,1.0,72057976.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
833.0,813.0,0.0,0.0,1.0,0.0,6.0,1.0,76324370.0,12.0,0.0
826.0,806.0,0.0,0.0,1.0,0.0,6.0,1.0,69047144.0,12.0,0.0
791.0,771.0,0.0,0.0,1.0,0.0,6.0,1.0,38004040.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
352.0,332.0,0.0,0.0,1.0,0.0,4.0,1.0,42624332.0,12.0,0.0
345.0,325.0,0.0,0.0,1.0,0.0,4.0,1.0,63676944.0,12.0,0.0
351.0,331.0,0.0,0.0,1.0,0.0,4.0,1.0,17039532.0,12.0,0.0
816.0,796.0,0.0,0.0,1.0,0.0,6.0,1.0,9267721.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
267.0,247.0,0.0,0.0,1.0,2.0,0.0,1.0,5441789.0,1.0,0.0
161.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,68842740.0,2.0,0.0
809.0,789.0,0.0,0.0,1.0,0.0,6.0,1.0,89427780.0,12.0,0.0
798.0,778.0,0.0,0.0,1.0,0.0,6.0,1.0,22605174.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
796.0,776.0,0.0,0.0,1.0,0.0,6.0,1.0,70976560.0,12.0,0.0
362.0,342.0,0.0,0.0,1.0,0.0,4.0,1.0,5564054.0,12.0,0.0
823.0,803.0,0.0,0.0,1.0,0.0,6.0,1.0,21271126.0,12.0,0.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
823.0,803.0,0.0,0.0,1.0,0.0,6.0,1.0,37246810.0,12.0,0.0
344.0,324.0,0.0,0.0,1.0,0.0,4.0,1.0,67897784.0,12.0,0.0
834.0,814.0,0.0,0.0,1.0,0.0,6.0,1.0,27787246.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
559.0,539.0,0.0,0.0,1.0,0.0,4.0,1.0,36356920.0,43.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
150.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,64106610.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
701.0,681.0,0.0,0.0,1.0,0.0,7.0,9.0,14177089.0,28.0,0.0
483.0,463.0,0.0,0.0,1.0,0.0,4.0,1.0,92884570.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
159.0,139.0,0.0,0.0,0.0,0.0,1.0,1.0,12197126.0,2.0,0.0
348.0,328.0,0.0,0.0,1.0,0.0,4.0,1.0,28461966.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
165.0,145.0,0.0,0.0,0.0,0.0,1.0,1.0,60235188.0,12.0,0.0
483.0,463.0,0.0,0.0,1.0,0.0,4.0,1.0,39588096.0,12.0,0.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
351.0,331.0,0.0,0.0,1.0,0.0,4.0,1.0,98361496.0,12.0,0.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
359.0,339.0,0.0,0.0,1.0,0.0,4.0,1.0,95507790.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
351.0,331.0,0.0,0.0,1.0,0.0,4.0,1.0,12386018.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
361.0,341.0,0.0,0.0,1.0,0.0,4.0,1.0,78430440.0,12.0,0.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
812.0,792.0,0.0,0.0,1.0,0.0,6.0,1.0,75008390.0,12.0,0.0
1500.0,1742.0,1.0,1.0,0.0,17.0,13.0,23.0,61960000.0,255.0,1.0
346.0,326.0,0.0,0.0,1.0,0.0,4.0,1.0,26163140.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
370.0,350.0,0.0,0.0,1.0,0.0,5.0,1.0,70449380.0,12.0,0.0
836.0,816.0,0.0,0.0,1.0,0.0,6.0,1.0,26653604.0,12.0,0.0
818.0,798.0,0.0,0.0,1.0,0.0,6.0,1.0,62597320.0,12.0,0.0
352.0,332.0,0.0,0.0,1.0,0.0,4.0,1.0,5170216.0,12.0,0.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
819.0,799.0,0.0,0.0,1.0,0.0,6.0,1.0,79862900.0,12.0,0.0
356.0,336.0,0.0,0.0,0.0,0.0,4.0,1.0,48040092.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,0.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
799.0,779.0,0.0,0.0,1.0,0.0,6.0,1.0,43838280.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
348.0,328.0,0.0,0.0,1.0,0.0,4.0,1.0,47046936.0,12.0,0.0
1054.0,1034.0,1.0,0.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2082.0,1.0,1.0,0.0,20.0,13.0,23.0,61960000.0,255.0,1.0
823.0,803.0,0.0,0.0,1.0,0.0,6.0,1.0,7682651.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
376.0,356.0,0.0,0.0,1.0,0.0,5.0,1.0,17063376.0,12.0,0.0
345.0,325.0,0.0,0.0,1.0,0.0,4.0,1.0,56878136.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
354.0,334.0,0.0,0.0,1.0,0.0,4.0,1.0,34427640.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
507.0,487.0,0.0,0.0,0.0,0.0,8.0,1.0,22386630.0,12.0,0.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
381.0,361.0,0.0,0.0,1.0,0.0,5.0,1.0,41443684.0,12.0,0.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
247.0,227.0,0.0,0.0,0.0,0.0,4.0,5.0,37966664.0,15.0,0.0
160.0,140.0,0.0,0.0,0.0,0.0,1.0,1.0,38668520.0,12.0,0.0
516.0,496.0,0.0,0.0,1.0,0.0,6.0,1.0,70202660.0,12.0,0.0
485.0,465.0,0.0,0.0,1.0,0.0,4.0,1.0,42856364.0,12.0,0.0
167.0,147.0,0.0,0.0,0.0,0.0,1.0,1.0,28965208.0,12.0,0.0
362.0,342.0,0.0,0.0,1.0,0.0,4.0,1.0,84856840.0,12.0,0.0
348.0,328.0,0.0,0.0,1.0,0.0,4.0,1.0,22951826.0,12.0,0.0
799.0,779.0,0.0,0.0,1.0,3.0,0.0,1.0,69849816.0,48.0,0.0
376.0,356.0,0.0,0.0,1.0,0.0,5.0,1.0,77508136.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
351.0,331.0,0.0,0.0,1.0,0.0,4.0,1.0,2210731.0,12.0,0.0
347.0,327.0,0.0,0.0,1.0,0.0,4.0,1.0,52341960.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
808.0,788.0,0.0,0.0,1.0,0.0,6.0,1.0,14862644.0,12.0,0.0
161.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,28673344.0,2.0,0.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
808.0,788.0,0.0,0.0,1.0,0.0,6.0,1.0,30446506.0,12.0,0.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
349.0,329.0,0.0,0.0,1.0,0.0,4.0,1.0,3520203.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
354.0,334.0,0.0,0.0,1.0,0.0,4.0,1.0,16404199.0,12.0,0.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
349.0,329.0,0.0,0.0,1.0,0.0,4.0,1.0,70554420.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
798.0,778.0,0.0,0.0,1.0,0.0,6.0,1.0,87630730.0,12.0,0.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
161.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,55364024.0,2.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
295.0,275.0,0.0,0.0,1.0,2.0,0.0,1.0,14415365.0,28.0,0.0
348.0,328.0,0.0,0.0,1.0,0.0,4.0,1.0,22651672.0,12.0,0.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
362.0,342.0,0.0,0.0,1.0,0.0,4.0,1.0,39147750.0,12.0,0.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
167.0,147.0,0.0,0.0,1.0,0.0,1.0,1.0,14391062.0,12.0,0.0
350.0,330.0,0.0,0.0,0.0,0.0,4.0,1.0,76481460.0,12.0,0.0
810.0,790.0,0.0,0.0,1.0,0.0,6.0,1.0,47384496.0,12.0,0.0
487.0,467.0,0.0,0.0,1.0,0.0,5.0,4.0,47071780.0,28.0,0.0
1035.0,1015.0,0.0,0.0,1.0,0.0,8.0,1.0,28804732.0,1.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
348.0,328.0,0.0,0.0,1.0,0.0,4.0,1.0,44250704.0,12.0,0.0
766.0,746.0,0.0,0.0,1.0,0.0,8.0,13.0,37371516.0,28.0,0.0
396.0,376.0,0.0,0.0,1.0,0.0,5.0,1.0,48290684.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,0.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
769.0,749.0,0.0,0.0,1.0,0.0,6.0,1.0,90152040.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
372.0,352.0,0.0,0.0,1.0,0.0,4.0,1.0,6502088.0,12.0,0.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
795.0,775.0,0.0,0.0,1.0,0.0,6.0,1.0,13088667.0,12.0,0.0
810.0,790.0,0.0,0.0,1.0,0.0,6.0,1.0,55580510.0,12.0,0.0
823.0,803.0,0.0,0.0,1.0,0.0,6.0,1.0,97092216.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
500.0,480.0,0.0,0.0,1.0,0.0,4.0,1.0,72276376.0,12.0,0.0
349.0,329.0,0.0,0.0,1.0,0.0,4.0,1.0,30889828.0,12.0,0.0
833.0,813.0,0.0,0.0,1.0,0.0,6.0,1.0,26808224.0,12.0,0.0
349.0,329.0,0.0,0.0,1.0,0.0,4.0,1.0,8380482.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
364.0,344.0,0.0,0.0,1.0,0.0,5.0,1.0,84757736.0,12.0,0.0
383.0,363.0,0.0,0.0,1.0,0.0,5.0,1.0,1398953.0,12.0,0.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
557.0,537.0,0.0,0.0,0.0,0.0,4.0,1.0,32960360.0,43.0,0.0
355.0,335.0,0.0,0.0,1.0,0.0,4.0,1.0,99972430.0,12.0,0.0
168.0,148.0,0.0,0.0,0.0,0.0,1.0,1.0,23865932.0,12.0,0.0
813.0,793.0,0.0,0.0,1.0,0.0,6.0,1.0,73024880.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
259.0,239.0,0.0,0.0,1.0,2.0,0.0,1.0,49048370.0,1.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
363.0,343.0,0.0,0.0,1.0,0.0,4.0,1.0,25008728.0,12.0,0.0
798.0,778.0,0.0,0.0,1.0,0.0,6.0,1.0,32661184.0,12.0,0.0
797.0,777.0,0.0,0.0,1.0,0.0,6.0,1.0,96635580.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
169.0,149.0,0.0,0.0,1.0,0.0,1.0,1.0,33244932.0,12.0,0.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
1500.0,1742.0,1.0,1.0,0.0,17.0,13.0,23.0,61960000.0,255.0,1.0
366.0,346.0,0.0,0.0,1.0,0.0,4.0,1.0,65090010.0,12.0,0.0
348.0,328.0,0.0,0.0,1.0,0.0,4.0,1.0,23380668.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
524.0,504.0,0.0,0.0,1.0,0.0,7.0,1.0,76932750.0,1.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
813.0,793.0,0.0,0.0,1.0,0.0,6.0,1.0,91276660.0,12.0,0.0
386.0,366.0,0.0,0.0,1.0,0.0,6.0,1.0,73759160.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
831.0,811.0,0.0,0.0,1.0,0.0,6.0,1.0,3872699.0,12.0,0.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
370.0,350.0,0.0,0.0,1.0,0.0,5.0,1.0,96515864.0,12.0,0.0
167.0,147.0,0.0,0.0,0.0,0.0,1.0,1.0,71433256.0,12.0,0.0
824.0,804.0,0.0,0.0,1.0,0.0,6.0,1.0,925674.0,12.0,0.0
518.0,498.0,0.0,0.0,1.0,0.0,7.0,1.0,37575196.0,28.0,0.0
834.0,814.0,0.0,0.0,1.0,0.0,6.0,1.0,61634816.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
351.0,331.0,0.0,0.0,1.0,0.0,4.0,1.0,3095372.0,12.0,0.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
819.0,799.0,0.0,0.0,1.0,0.0,6.0,1.0,8140696.0,12.0,0.0
827.0,807.0,0.0,0.0,1.0,0.0,6.0,1.0,2442631.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
123.0,103.0,0.0,0.0,0.0,0.0,2.0,0.0,90321420.0,12.0,0.0
366.0,346.0,0.0,0.0,1.0,0.0,5.0,1.0,61726790.0,12.0,0.0
790.0,770.0,0.0,0.0,1.0,0.0,6.0,1.0,44275496.0,12.0,0.0
528.0,508.0,0.0,0.0,1.0,0.0,6.0,1.0,17682590.0,12.0,0.0
821.0,801.0,0.0,0.0,1.0,0.0,6.0,1.0,94354800.0,12.0,0.0
347.0,327.0,0.0,0.0,1.0,0.0,4.0,1.0,74941700.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,1742.0,1.0,1.0,0.0,17.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
823.0,803.0,0.0,0.0,1.0,0.0,6.0,1.0,74882290.0,12.0,0.0
346.0,326.0,0.0,0.0,1.0,0.0,4.0,1.0,39590090.0,12.0,0.0
831.0,811.0,0.0,0.0,1.0,0.0,6.0,1.0,72771050.0,12.0,0.0
118.0,98.0,0.0,0.0,0.0,0.0,2.0,0.0,76295016.0,12.0,0.0
261.0,241.0,0.0,0.0,1.0,2.0,0.0,1.0,10863993.0,1.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
793.0,773.0,0.0,0.0,1.0,0.0,6.0,1.0,46086748.0,12.0,0.0
1054.0,1034.0,1.0,0.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
360.0,340.0,0.0,0.0,1.0,0.0,5.0,1.0,90230750.0,12.0,0.0
352.0,332.0,0.0,0.0,0.0,0.0,4.0,1.0,17185378.0,12.0,0.0
158.0,138.0,0.0,0.0,0.0,0.0,1.0,1.0,7940397.0,2.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
377.0,357.0,0.0,0.0,1.0,0.0,5.0,1.0,43943800.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
342.0,322.0,0.0,0.0,1.0,0.0,4.0,1.0,73334824.0,12.0,0.0
1054.0,1034.0,1.0,0.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
347.0,327.0,0.0,0.0,1.0,0.0,4.0,1.0,89744860.0,12.0,0.0
1500.0,1742.0,1.0,1.0,0.0,17.0,13.0,23.0,61960000.0,255.0,1.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
411.0,391.0,0.0,0.0,1.0,0.0,7.0,1.0,84986050.0,12.0,0.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
1500.0,2082.0,1.0,1.0,0.0,20.0,13.0,23.0,61960000.0,255.0,1.0
775.0,755.0,0.0,0.0,1.0,0.0,6.0,1.0,46364504.0,12.0,0.0
347.0,327.0,0.0,0.0,1.0,0.0,4.0,1.0,11766462.0,1.0,0.0
345.0,325.0,0.0,0.0,1.0,0.0,4.0,1.0,60259156.0,12.0,0.0
343.0,323.0,0.0,0.0,1.0,0.0,4.0,1.0,82679670.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
818.0,798.0,0.0,0.0,1.0,0.0,6.0,1.0,56990904.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
56.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,61960000.0,255.0,1.0
259.0,239.0,0.0,0.0,1.0,2.0,0.0,1.0,49048370.0,1.0,0.0
387.0,367.0,0.0,0.0,1.0,0.0,6.0,1.0,92710250.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
353.0,333.0,0.0,0.0,1.0,0.0,4.0,1.0,2590228.0,12.0,0.0
896.0,876.0,1.0,1.0,0.0,13.0,13.0,23.0,61960000.0,255.0,1.0
801.0,781.0,0.0,0.0,1.0,3.0,0.0,1.0,68406660.0,48.0,0.0
169.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,87941790.0,12.0,0.0
352.0,332.0,0.0,0.0,0.0,0.0,4.0,1.0,20482374.0,12.0,0.0
394.0,374.0,0.0,0.0,1.0,0.0,5.0,1.0,62082372.0,12.0,0.0
350.0,330.0,0.0,0.0,1.0,0.0,4.0,1.0,36503250.0,12.0,0.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
795.0,775.0,0.0,0.0,1.0,0.0,6.0,1.0,27035030.0,12.0,0.0
267.0,247.0,1.0,0.0,0.0,0.0,13.0,1.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,0.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1500.0,2139.0,1.0,1.0,0.0,21.0,13.0,23.0,61960000.0,255.0,1.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
801.0,781.0,0.0,0.0,1.0,0.0,6.0,1.0,83912400.0,12.0,0.0
1054.0,1034.0,1.0,1.0,0.0,14.0,13.0,23.0,61960000.0,255.0,1.0
1025.0,1005.0,0.0,0.0,1.0,0.0,8.0,1.0,79831816.0,1.0,0.0
1318.0,1298.0,1.0,1.0,0.0,15.0,13.0,23.0,61960000.0,255.0,1.0
436.0,416.0,1.0,1.0,0.0,13.0,13.0,1.0,61960000.0,255.0,1.0
777.0,757.0,0.0,0.0,1.0,0.0,6.0,1.0,49168880.0,12.0,0.0
